problem,capacity,weights_chr,values_chr,maxValue,ncapacity,corr,dev.w,dev.v,mean.w,mean.v,mean.ef,dev.ef,sum.ef,profit,nprofit,case_id,solution,runtime,solvetime,no_solutions,variables,propagators,propagations,nodes,failures,restarts,peak_depth,ncapacity_bin,nprofit_bin,region,propagations_cum_dist
46-0.44-0.9,62,"22,25,45,17,11,21","12,18,13,2,43,39",127,0.4397163120567376,-0.381437441993,11.588787684654509,16.265505423031485,23.5,21.166666666666668,2.663006029285099,3.0766262988100834,63.921681233280715,114,0.8976377952755905,46,0,4.291,0.134,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
60-0.45-0.63,98,"42,34,49,37,37,20","38,16,38,47,32,31",202,0.4474885844748858,0.343911511488,9.648834126463155,10.366613075960087,36.5,33.666666666666664,1.1847303624968393,0.5198735289135039,1.556094271294181,127,0.6287128712871287,60,0,4.381,0.333,0,55,80,403,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9391653290529695
49-0.41-0.61,72,"40,10,40,39,27,22","16,13,29,29,33,34",154,0.4044943820224719,0.239449311827,12.274635093014645,8.93681524183345,29.666666666666668,25.666666666666668,1.2431015569960804,0.6883417701951438,2.723662165060432,93,0.6038961038961039,49,0,4.115,0.302,0,55,80,380,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9107544141252006
153-0.44-0.62,79,"27,35,45,43,22,8","26,27,17,39,34,28",171,0.4388888888888889,-0.131639123611,13.971399357258385,7.503332592921628,30,28.5,1.169525645015841,0.8093121571079326,3.4473645041216967,106,0.6198830409356725,153,0,4.517,0.34,0,55,80,383,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9163723916532905
225-0.42-0.87,70,"10,17,41,47,49,4","14,19,7,2,3,37",82,0.4166666666666667,-0.880229000889,19.959959919799438,13.170674495509587,28,13.666666666666666,7.901267809162546,9.798736119881987,765.8411319780986,71,0.8658536585365854,225,0,5.522,0.267,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
210-0.45-0.4,72,"22,45,10,19,29,35","19,21,13,14,45,4",116,0.45,0.128416521787,12.404300329590004,13.894843168120563,26.666666666666668,19.333333333333332,2.4702616584195534,3.1218828403050214,61.70077840826644,46,0.39655172413793105,210,1,3.797,0.254,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
184-0.44-0.88,68,"18,33,33,7,22,42","1,38,14,42,28,16",139,0.43870967741935485,-0.278543398906,12.608198390994119,15.651411012003571,25.833333333333332,23.166666666666668,4.133824143692565,6.860248027357804,294.24013756587584,122,0.8776978417266187,184,0,3.04,0.148,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
2-0.43-0.87,53,"46,1,32,5,35,5","8,33,16,43,30,39",169,0.4274193548387097,-0.858012489542,19.252705437591537,13.556056457047776,20.666666666666668,28.166666666666668,1.5319089824903778,2.207895648707724,26.0715789718362,147,0.8698224852071006,2,0,11.829,0.188,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
1-0.42-0.63,47,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.415929203539823,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,80,0.6299212598425197,1,0,4.456,0.489,0,55,80,508,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9765650080256821
103-0.43-0.39,74,"3,4,44,40,44,38","42,1,2,35,15,49",144,0.4277456647398844,-0.00583740771903,19.762759591379606,20.80384579831335,28.833333333333332,24,5.1538548752834465,8.380259716237646,454.6708265074737,56,0.3888888888888889,103,1,4.41,0.189,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
249-0.41-0.4,86,"38,44,29,23,39,39","44,33,40,45,13,38",213,0.4056603773584906,-0.474153617213,7.7631608682718065,11.844830095868831,35.333333333333336,35.5,1.243232766259082,0.9044404842106295,4.445036018888061,85,0.39906103286384975,249,1,1.884,0.216,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
110-0.43-0.89,65,"47,22,35,6,29,13","7,7,6,8,3,26",57,0.4276315789473684,-0.450854943404,14.922019523732928,8.264381404557755,25.333333333333332,9.5,4.434523809523809,3.6125862589643516,136.02962018140587,50,0.8771929824561403,110,0,5.016,0.194,0,55,0,130,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.98512
130-0.43-0.63,65,"23,11,38,28,35,18","17,9,9,17,30,28",110,0.42483660130718953,0.123200797726,10.251829105091442,9.025888691240695,25.5,18.333333333333332,1.708994708994709,1.273941849102917,11.13068015877375,69,0.6272727272727273,130,0,7.668,0.291,0,55,80,393,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9284109149277688
0-0.41-0.37,57,"29,1,38,43,6,23","8,6,3,45,7,16",85,0.40714285714285714,0.53643565966,16.931233465600393,15.715173135115842,23.333333333333332,14.166666666666666,3.284755291005291,4.745299354915405,143.90997027746283,31,0.36470588235294116,0,1,4.027,0.294,1,55,80,285,7,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.957154276578737
41-0.44-0.62,92,"48,27,32,39,31,33","38,34,49,38,31,29",219,0.4380952380952381,0.169512267764,7.4565407529228995,7.12039324756716,35,36.5,0.9790972650403174,0.22320487442875464,0.25172362581654906,135,0.6164383561643836,41,0,4.215,0.302,0,55,80,482,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9701444622792937
31-0.42-0.4,99,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.41596638655462187,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,71,0.398876404494382,31,1,3.998,0.205,1,55,80,402,8,3,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9955235811350919
158-0.45-0.88,54,"17,30,38,3,5,29","3,30,12,26,45,10",126,0.4426229508196721,-0.50448372319,14.334108506170402,15.543487382180357,20.333333333333332,21,2.15997150997151,2.171712993654413,31.654890057710574,110,0.873015873015873,158,0,4.46,0.318,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
19-0.45-0.36,86,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.4479166666666667,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,49,0.35766423357664234,19,1,3.856,0.37,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
248-0.41-0.61,94,"46,47,30,48,36,23","38,21,39,2,38,16",154,0.40869565217391307,-0.21092505384,10.366613075960087,15.214028613968972,38.333333333333336,25.666666666666668,5.100453457361352,9.272996501490619,530.8246319192064,93,0.6038961038961039,248,1,3.899,0.314,1,55,80,418,7,3,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9489566613162119
61-0.41-0.37,59,"38,2,45,8,37,16","2,19,37,29,49,26",162,0.4041095890410959,0.207791526625,17.94064287216784,15.987495113369073,24.333333333333332,27,3.661304683212902,7.524417951112071,325.57958321643343,59,0.36419753086419754,61,1,4.21,0.26,1,55,80,236,5,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9448441247002398
87-0.43-0.37,67,"40,17,21,26,24,28","22,13,7,40,24,19",125,0.42948717948717946,0.329110810249,7.874007874011811,11.267948645013727,26,20.833333333333332,1.5415930560667404,0.8186616571991135,5.110972775118262,46,0.368,87,1,4.248,0.278,1,55,80,324,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9883293365307754
150-0.41-0.36,82,"42,35,33,26,20,45","18,24,47,12,38,34",173,0.4079601990049751,-0.0749139830774,9.439279633531363,13.151679233720182,33.5,28.833333333333332,1.418384365691032,0.7370836331617397,3.7667342761026728,62,0.3583815028901734,150,1,4.501,0.296,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
225-0.41-0.87,68,"10,17,41,47,49,4","14,19,7,2,3,37",82,0.40476190476190477,-0.880229000889,19.959959919799438,13.170674495509587,28,13.666666666666666,7.901267809162546,9.798736119881987,765.8411319780986,71,0.8658536585365854,225,0,3.07,0.138,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
70-0.41-0.61,78,"34,26,36,22,38,35","12,7,34,42,34,13",142,0.4083769633507853,-0.0759611731845,6.3377177806105145,14.678782874157744,31.833333333333332,23.666666666666668,1.990034475328593,1.2613811643569308,13.836421783007207,86,0.6056338028169014,70,0,4.353,0.341,0,55,80,604,13,7,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9972712680577849
19-0.42-0.4,80,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.4166666666666667,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,54,0.39416058394160586,19,1,4.257,0.299,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
70-0.41-0.37,78,"34,26,36,22,38,35","12,7,34,42,34,13",142,0.4083769633507853,-0.0759611731845,6.3377177806105145,14.678782874157744,31.833333333333332,23.666666666666668,1.990034475328593,1.2613811643569308,13.836421783007207,52,0.36619718309859156,70,1,4.61,0.392,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
233-0.45-0.4,76,"24,33,27,26,19,42","21,19,5,47,3,22",117,0.4444444444444444,0.212378974079,8.018728078691781,15.795568998931314,28.5,19.5,2.845885829984374,2.4062462898858183,49.39387302196895,46,0.39316239316239315,233,1,3.864,0.286,1,55,80,292,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9584332533972821
93-0.42-0.39,71,"49,25,27,38,13,19","14,9,40,5,10,24",102,0.4152046783625731,-0.164758111541,13.080519867344723,12.992305415129373,28.5,17,2.774074074074074,2.6201331524610567,53.20952160493827,39,0.38235294117647056,93,1,3.435,0.226,1,55,80,235,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
124-0.44-0.87,78,"4,38,25,16,49,47","43,45,20,26,12,13",159,0.43575418994413406,-0.574134026739,17.949001829256876,14.48792600754159,29.833333333333332,26.5,1.750261710726827,1.6749363368665608,17.404414470276336,138,0.8679245283018868,124,0,4.15,0.151,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
124-0.45-0.86,80,"4,38,25,16,49,47","43,45,20,26,12,13",159,0.44692737430167595,-0.574134026739,17.949001829256876,14.48792600754159,29.833333333333332,26.5,1.750261710726827,1.6749363368665608,17.404414470276336,136,0.8553459119496856,124,0,5.518,0.177,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
103-0.41-0.4,70,"3,4,44,40,44,38","42,1,2,35,15,49",144,0.4046242774566474,-0.00583740771903,19.762759591379606,20.80384579831335,28.833333333333332,24,5.1538548752834465,8.380259716237646,454.6708265074737,57,0.3958333333333333,103,1,8.197,0.325,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
149-0.44-0.61,68,"27,18,19,20,38,33","1,31,34,37,22,49",174,0.43870967741935485,-0.105304047947,8.280499179799891,16.284962388657824,25.833333333333332,29,5.1801252243784095,10.699312731811297,677.2171460144044,106,0.6091954022988506,149,0,5.841,0.459,0,55,80,440,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9544141252006421
120-0.44-0.37,42,"39,19,5,5,22,7","11,32,33,13,30,30",149,0.4329896907216495,-0.404794692826,13.39278412678509,10.028293307770104,16.166666666666668,24.833333333333332,0.9403336247086247,1.2946452100310768,8.401891557324523,55,0.3691275167785235,120,1,4.756,0.558,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
147-0.42-0.4,47,"38,8,14,23,28,3","21,44,17,36,13,45",176,0.41228070175438597,-0.680540404901,13.114877048604,14.094916341243982,19,29.333333333333332,0.9457121854180678,0.8568643353359314,3.688765446725932,70,0.3977272727272727,147,1,4.889,0.263,1,55,80,236,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9448441247002398
1-0.45-0.62,50,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.4424778761061947,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,78,0.6141732283464567,1,0,3.651,0.544,0,55,80,495,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9728731942215089
149-0.44-0.65,68,"27,18,19,20,38,33","1,31,34,37,22,49",174,0.43870967741935485,-0.105304047947,8.280499179799891,16.284962388657824,25.833333333333332,29,5.1801252243784095,10.699312731811297,677.2171460144044,113,0.6494252873563219,149,0,4.74,0.411,0,55,80,403,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9391653290529695
2-0.45-0.88,55,"46,1,32,5,35,5","8,33,16,43,30,39",169,0.4435483870967742,-0.858012489542,19.252705437591537,13.556056457047776,20.666666666666668,28.166666666666668,1.5319089824903778,2.207895648707724,26.0715789718362,148,0.8757396449704142,2,0,13.196,0.282,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
71-0.44-0.37,50,"42,7,6,45,9,5","34,26,21,33,41,42",197,0.43859649122807015,0.0727048110627,19.0473095212946,8.232051182218601,19,32.833333333333336,0.5820725583996746,0.5601929505881265,2.617060788098716,72,0.36548223350253806,71,1,4.776,0.318,1,55,80,232,4,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
157-0.43-0.38,64,"26,33,10,27,13,40","38,40,39,42,28,32",219,0.42953020134228187,0.121591480618,11.513759884011247,5.357238094391549,24.833333333333332,36.5,0.6871272733114838,0.33851985352563896,1.160314514788142,83,0.3789954337899543,157,1,9.028,0.369,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
214-0.42-0.4,95,"44,49,41,45,29,20","12,4,21,3,28,45",113,0.4166666666666667,-0.963554613653,11.135528725660043,16.067565673326705,38,18.833333333333332,5.724867724867725,6.276054620063494,330.8905580750819,45,0.39823008849557523,214,1,4.339,0.425,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
130-0.44-0.63,67,"23,11,38,28,35,18","17,9,9,17,30,28",110,0.43790849673202614,0.123200797726,10.251829105091442,9.025888691240695,25.5,18.333333333333332,1.708994708994709,1.273941849102917,11.13068015877375,69,0.6272727272727273,130,0,4.854,0.26,0,55,80,393,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9284109149277688
98-0.41-0.36,90,"48,34,43,32,20,44","26,24,34,47,17,11",159,0.4072398190045249,-0.00381155173728,10.284292229738838,12.755391017134675,36.833333333333336,26.5,1.7308080078730892,1.1737267563079916,10.092654558594997,57,0.3584905660377358,98,1,3.919,0.301,1,55,80,234,4,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
62-0.43-0.9,43,"27,3,26,27,12,5","14,28,8,12,40,47",149,0.43,-0.846435410055,11.360751148875089,16.104864689486426,16.666666666666668,24.833333333333332,1.3236828774062817,1.3374876840905414,9.57299015622546,134,0.8993288590604027,62,0,4.183,0.272,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
51-0.44-0.65,67,"27,3,37,23,35,28","11,15,35,41,14,29",145,0.43790849673202614,0.241527821415,12.19426094521517,12.52863387072456,25.5,24.166666666666668,1.28969686047062,0.969469301786623,5.202899261332415,94,0.6482758620689655,51,0,3.625,0.175,0,55,80,510,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9770465489566613
160-0.42-0.61,68,"14,13,34,43,43,16","9,22,19,23,24,36",133,0.4171779141104294,0.0664292894209,14.46950816948063,8.70440501508671,27.166666666666668,22.166666666666668,1.3402691098629314,0.647470369395462,2.79078779898695,81,0.6090225563909775,160,0,7.053,0.399,0,55,80,446,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9574638844301766
47-0.44-0.64,42,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.4329896907216495,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,115,0.6353591160220995,47,0,3.227,0.233,0,55,80,538,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9892455858747994
19-0.43-0.61,82,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.4270833333333333,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,83,0.6058394160583942,19,1,3.244,0.393,1,55,80,497,11,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9730337078651685
96-0.45-0.64,64,"36,6,9,25,40,28","2,14,21,17,47,44",145,0.4444444444444444,0.326341597859,13.899640283115243,17.72474729486056,24,24.166666666666668,3.635859759764641,7.0475866487836,290.0289278994433,92,0.6344827586206897,96,0,3.239,0.181,0,55,80,420,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9504012841091493
228-0.42-0.87,58,"3,39,11,22,26,39","22,5,39,8,41,12",127,0.4142857142857143,-0.491952381507,14.596803303006677,15.689699381016409,23.333333333333332,21.166666666666668,2.475426876646389,2.9222888365006203,55.76016702966385,110,0.8661417322834646,228,0,4.34,0.226,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
19-0.41-0.38,78,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.40625,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,52,0.3795620437956204,19,1,5.551,0.29,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
88-0.42-0.39,74,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.4157303370786517,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,59,0.38562091503267976,88,1,3.904,0.336,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
211-0.45-0.62,91,"1,32,44,39,42,46","49,25,24,26,40,31",195,0.44607843137254904,-0.715418461851,16.88786546606764,10.014988766843425,34,32.5,1.1946020773900958,0.6311665253034207,2.219075724465213,120,0.6153846153846154,211,1,7.677,0.415,1,55,80,509,12,5,0,4,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9768860353130016
88-0.45-0.86,80,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.449438202247191,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,131,0.8562091503267973,88,0,3.029,0.12,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
149-0.44-0.62,68,"27,18,19,20,38,33","1,31,34,37,22,49",174,0.43870967741935485,-0.105304047947,8.280499179799891,16.284962388657824,25.833333333333332,29,5.1801252243784095,10.699312731811297,677.2171460144044,107,0.6149425287356322,149,0,15.471,0.397,0,55,80,409,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9439807383627609
187-0.41-0.4,70,"35,42,47,5,10,33","20,42,44,17,23,46",192,0.4069767441860465,0.749862698422,17.212398631993935,13.341664064126334,28.666666666666668,32,0.87741222971402,0.5243263224888364,1.4647570308154652,76,0.3958333333333333,187,1,4.741,0.323,1,55,80,238,4,1,0,1,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9486810551558753
139-0.44-0.4,67,"7,42,34,23,22,26","28,30,46,38,37,38",217,0.43506493506493504,0.329170449571,11.877148928369412,6.462713568360172,25.666666666666668,36.166666666666664,0.7121997855979549,0.3777493503725557,1.210446638993618,86,0.39631336405529954,139,1,2.017,0.207,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
53-0.44-0.63,73,"32,16,20,21,34,43","25,45,33,34,29,44",210,0.4397590361445783,-0.0916972469225,10.327955589886445,8.024961059095553,27.666666666666668,35,0.8348249568026445,0.36376831508678487,0.8253337046768816,132,0.6285714285714286,53,0,4.713,0.292,0,55,80,394,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9306581059390048
193-0.44-0.61,64,"10,46,31,34,19,6","20,23,27,20,26,10",126,0.4383561643835616,0.559019688361,15.344923156101716,6.131883886702357,24.333333333333332,21,1.1131528964862298,0.6192917911616425,1.9944330809003175,76,0.6031746031746031,193,0,4.166,0.315,0,55,80,465,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9653290529695024
249-0.41-0.63,86,"38,44,29,23,39,39","44,33,40,45,13,38",213,0.4056603773584906,-0.474153617213,7.7631608682718065,11.844830095868831,35.333333333333336,35.5,1.243232766259082,0.9044404842106295,4.445036018888061,134,0.6291079812206573,249,0,2.326,0.214,0,55,80,385,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9200642054574639
25-0.42-0.36,70,"33,18,35,39,22,22","48,5,45,14,33,21",166,0.41420118343195267,0.416074514061,8.565434412022933,17.247221998532595,28.166666666666668,27.666666666666668,1.5942129629629629,1.2720580874269367,10.209193161060721,59,0.35542168674698793,25,1,3.339,0.242,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
57-0.45-0.4,57,"36,10,14,36,10,22","18,26,13,34,14,47",152,0.4453125,0.303859645812,12.1764800606196,13.261473020244269,21.333333333333332,25.333333333333332,0.9504554686031532,0.5895614871737593,1.7526416993406733,60,0.39473684210526316,57,1,5.94,0.316,1,55,80,239,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9520383693045563
47-0.41-0.63,39,"7,4,17,21,20,28","3,44,28,22,38,46",181,0.4020618556701031,0.349714592286,9.064583093924764,16.203908993408554,16.166666666666668,30.166666666666668,0.8534903629297222,0.7758005272708471,3.1381227330954085,114,0.6298342541436464,47,0,3.742,0.248,0,55,80,534,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9860353130016052
210-0.43-0.39,68,"22,45,10,19,29,35","19,21,13,14,45,4",116,0.425,0.128416521787,12.404300329590004,13.894843168120563,26.666666666666668,19.333333333333332,2.4702616584195534,3.1218828403050214,61.70077840826644,45,0.3879310344827586,210,1,4.713,0.226,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
120-0.44-0.38,42,"39,19,5,5,22,7","11,32,33,13,30,30",149,0.4329896907216495,-0.404794692826,13.39278412678509,10.028293307770104,16.166666666666668,24.833333333333332,0.9403336247086247,1.2946452100310768,8.401891557324523,56,0.37583892617449666,120,1,4.007,0.285,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
19-0.45-0.39,86,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.4479166666666667,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,53,0.38686131386861317,19,1,3.57,0.333,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
70-0.42-0.38,80,"34,26,36,22,38,35","12,7,34,42,34,13",142,0.418848167539267,-0.0759611731845,6.3377177806105145,14.678782874157744,31.833333333333332,23.666666666666668,1.990034475328593,1.2613811643569308,13.836421783007207,53,0.3732394366197183,70,1,7.287,0.356,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
40-0.44-0.63,51,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.4396551724137931,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,101,0.6273291925465838,40,0,3.362,0.259,0,55,80,378,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9059390048154093
150-0.44-0.39,88,"42,35,33,26,20,45","18,24,47,12,38,34",173,0.43781094527363185,-0.0749139830774,9.439279633531363,13.151679233720182,33.5,28.833333333333332,1.418384365691032,0.7370836331617397,3.7667342761026728,67,0.3872832369942196,150,1,3.087,0.27,1,55,80,320,6,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.986890487609912
44-0.43-0.36,92,"26,46,23,36,39,44","19,34,26,13,31,44",167,0.42990654205607476,0.60219459637,9.395034149308168,11.052903087726168,35.666666666666664,27.833333333333332,1.4388788165128923,0.6803972767895722,3.47038996481587,60,0.3592814371257485,44,1,2.994,0.187,1,55,80,232,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
149-0.43-0.65,66,"27,18,19,20,38,33","1,31,34,37,22,49",174,0.4258064516129032,-0.105304047947,8.280499179799891,16.284962388657824,25.833333333333332,29,5.1801252243784095,10.699312731811297,677.2171460144044,113,0.6494252873563219,149,0,4.584,0.384,0,55,80,403,9,5,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9391653290529695
126-0.42-0.88,70,"4,40,25,47,41,11","37,19,21,29,16,49",171,0.4166666666666667,-0.71821215565,17.59545395833822,12.613484847574837,28,28.5,1.301921151261636,0.9934282721322301,5.481436948833051,150,0.8771929824561403,126,0,6.094,0.185,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
233-0.42-0.39,71,"24,33,27,26,19,42","21,19,5,47,3,22",117,0.4152046783625731,0.212378974079,8.018728078691781,15.795568998931314,28.5,19.5,2.845885829984374,2.4062462898858183,49.39387302196895,45,0.38461538461538464,233,1,3.706,0.183,1,55,80,305,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9675459632294164
29-0.43-0.88,54,"6,2,38,37,11,32","42,44,22,15,31,44",198,0.42857142857142855,-0.663640218891,16.443843832875572,12.425779653607254,21,33,0.9107270865335382,0.9765943856727257,4.816500889110185,174,0.8787878787878788,29,0,4.307,0.124,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
158-0.41-0.88,50,"17,30,38,3,5,29","3,30,12,26,45,10",126,0.4098360655737705,-0.50448372319,14.334108506170402,15.543487382180357,20.333333333333332,21,2.15997150997151,2.171712993654413,31.654890057710574,110,0.873015873015873,158,0,5.542,0.233,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
46-0.45-0.9,63,"22,25,45,17,11,21","12,18,13,2,43,39",127,0.44680851063829785,-0.381437441993,11.588787684654509,16.265505423031485,23.5,21.166666666666668,2.663006029285099,3.0766262988100834,63.921681233280715,114,0.8976377952755905,46,0,4.701,0.231,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
